,id,car_brand,car_registration_year,car_eng_pow,customer_age,postal_code,claim_amount,policy_id,marital_status,policy_start,policy_end,car_age
273,265,Infiniti,2004,more than 250,43.0,665236,1470.83,P09314,Single,11/8/2020,5/8/2021,18
274,266,Buick,1996,100-250,48.0,1106,1650.28,P43221,Single,6/17/2020,8/23/2021,26
275,267,BMW,2009,more than 250,73.0,655 94,152.51,P50776,Single,2/18/2019,9/4/2021,13
276,268,Ford,1986,100-250,49.0,203027,332.97,P81976,Married,5/2/2019,1/2/2021,36
277,269,Kia,1998,more than 250,85.0,,923.27,P23822,Single,10/4/2019,11/7/2021,24
278,270,Volvo,2008,100-250,90.0,4950-840,639.72,P83160,Single,3/19/2020,2/6/2022,14
279,271,Buick,1990,more than 250,99.0,93228,946.91,P22837,Single,3/9/2020,12/29/2021,32
280,272,Ford,1999,more than 250,49.0,6262,1056.47,P69143,Married,8/21/2020,2/25/2022,23
281,273,Infiniti,2001,0-100,86.0,416 80,904.53,P85384,Married,5/8/2019,11/9/2021,21
282,274,Mitsubishi,1997,more than 250,65.0,347743,1618.62,P44312,Single,8/4/2020,7/30/2021,25
283,275,Lexus,2004,more than 250,47.0,,1902.91,P25761,Married,6/5/2019,1/15/2021,18
284,276,Subaru,2000,more than 250,93.0,456144,1908.86,P40784,Single,12/7/2019,8/18/2021,22
285,277,Mazda,1984,more than 250,40.0,37120-000,2169.1,P54822,Single,7/14/2019,11/3/2021,38
286,278,Honda,2003,100-250,57.0,,2150.52,P63712,Married,1/7/2020,12/9/2021,19
287,279,Oldsmobile,1995,more than 250,25.0,3025-543,2123.45,P90788,Married,9/28/2019,4/4/2021,27
288,280,Buick,1996,more than 250,39.0,33715,2087.21,P22058,Married,9/18/2019,11/3/2021,26
289,280,Buick,1996,more than 250,39.0,33715,2087.21,P22058,Married,7/10/2019,1/9/2021,26
290,1392,Mercury,1988,more than 250,17.0,,504.95,P22058,Single,9/18/2019,11/3/2021,34
291,1392,Mercury,1988,more than 250,17.0,,504.95,P22058,Single,7/10/2019,1/9/2021,34
292,281,Ford,2006,100-250,70.0,,4.55,P24867,Single,2/26/2019,10/8/2021,16
293,282,Honda,2004,100-250,46.0,,1834.11,P95065,Single,1/7/2020,12/10/2021,18
294,282,Honda,2004,100-250,46.0,,1834.11,P95065,Single,11/10/2019,1/11/2022,18
295,583,Toyota,2002,100-250,29.0,,1628.14,P95065,Married,1/7/2020,12/10/2021,20
296,583,Toyota,2002,100-250,29.0,,1628.14,P95065,Married,11/10/2019,1/11/2022,20
297,283,Chrysler,2006,more than 250,25.0,,216.29,P63298,Single,12/25/2019,9/30/2021,16
298,284,Suzuki,2000,more than 250,95.0,64109 CEDEX,2405.22,P26760,Single,1/19/2019,2/15/2021,22
299,285,GMC,2004,more than 250,76.0,,196.23,P18987,Married,2/13/2019,3/23/2021,18
300,286,Volkswagen,2009,more than 250,33.0,,532.33,P95949,Single,3/23/2020,1/15/2022,13
301,287,Chevrolet,1998,100-250,18.0,28009 CEDEX,838.49,P44689,Single,5/11/2020,1/4/2021,24
302,288,Infiniti,2006,more than 250,43.0,49321 CEDEX,458.61,P72932,Married,10/18/2020,6/29/2021,16
303,289,GMC,1994,more than 250,90.0,,2318.61,P26092,Single,4/30/2019,2/5/2022,28
304,290,Infiniti,2001,more than 250,27.0,50566,1611.34,P46520,Single,10/11/2020,5/11/2021,21
305,291,BMW,2009,100-250,97.0,353539,0.0,P05282,Single,12/5/2019,5/10/2021,13
306,291,BMW,2009,100-250,97.0,353539,0.0,P05282,Single,12/27/2020,2/23/2021,13
307,1494,Buick,1995,more than 250,97.0,6127,775.42,P05282,Married,12/5/2019,5/10/2021,27
308,1494,Buick,1995,more than 250,97.0,6127,775.42,P05282,Married,12/27/2020,2/23/2021,27
309,292,Mitsubishi,1998,100-250,26.0,,1839.47,P14103,Single,8/5/2019,4/26/2021,24
310,293,Ford,2002,more than 250,69.0,,1027.46,P05975,Single,7/29/2019,10/31/2021,20
311,294,Mercedes-Benz,2009,more than 250,50.0,,997.43,P93872,Single,8/18/2019,1/31/2022,13
312,295,Toyota,2001,more than 250,41.0,83700-000,149.82,P48425,Single,1/9/2019,2/11/2022,21
313,296,Dodge,2010,0-100,56.0,,271.98,P29431,Married,8/23/2020,2/1/2022,12
314,297,BMW,2001,more than 250,35.0,,1997.05,P34116,Married,12/26/2020,11/16/2021,21
315,298,Mercedes-Benz,2012,more than 250,24.0,,2108.13,P42194,Single,4/23/2019,5/8/2021,10
316,299,Mitsubishi,2003,more than 250,90.0,933 82,659.09,P21506,Married,3/6/2019,7/20/2021,19
317,300,Toyota,1995,100-250,92.0,665161,1287.12,P51417,Married,12/27/2020,7/7/2021,27
318,301,Toyota,2011,more than 250,19.0,,0.0,P48290,Single,12/31/2019,1/27/2022,11
319,302,Maybach,2003,more than 250,17.0,,502.52,P36418,Single,11/30/2019,8/4/2021,19
320,303,Honda,2009,more than 250,38.0,,114.01,P43903,Married,9/14/2019,8/20/2021,13
321,304,Volkswagen,1990,0-100,97.0,29411 CEDEX,150.67,P31216,Single,10/1/2019,11/29/2021,32
322,305,Toyota,2004,0-100,86.0,,2192.7,P84355,Married,11/25/2019,4/3/2021,18
323,306,Volkswagen,1997,100-250,93.0,,1157.91,P50157,Married,5/31/2019,5/24/2021,25
324,307,Mazda,2012,more than 250,42.0,50362,0.0,P84301,Single,10/10/2019,1/12/2022,10
325,308,Nissan,1993,more than 250,80.0,2211,620.33,P26635,Single,4/14/2020,1/8/2021,29
326,309,Dodge,2008,100-250,57.0,22004 CEDEX 1,776.14,P30294,Single,8/7/2020,6/5/2021,14
327,310,Ford,2000,0-100,20.0,216642,0.0,P22692,Single,7/20/2020,1/17/2022,22
328,311,Scion,2009,more than 250,19.0,,2225.28,P10612,Single,2/12/2020,11/13/2021,13
329,311,Scion,2009,more than 250,19.0,,2225.28,P10612,Single,8/21/2020,2/22/2022,13
330,670,Acura,1997,100-250,61.0,,668.3,P10612,Married,2/12/2020,11/13/2021,25
331,670,Acura,1997,100-250,61.0,,668.3,P10612,Married,8/21/2020,2/22/2022,25
332,312,Pontiac,1975,more than 250,24.0,,454.99,P87211,Single,4/11/2019,1/17/2022,47
333,313,Hyundai,1997,100-250,25.0,331 85,879.15,P00470,Single,9/20/2019,10/30/2021,25
334,314,MINI,2010,more than 250,35.0,,0.0,P22427,Single,1/14/2020,10/16/2021,12
335,315,Pontiac,1988,100-250,45.0,,1469.23,P78727,Single,3/2/2019,3/12/2021,34
336,316,Chevrolet,1995,more than 250,77.0,84902 CEDEX 9,2084.68,P99153,Single,4/1/2019,9/3/2021,27
337,317,Mercury,2008,more than 250,48.0,45957 CEDEX 9,2022.07,P09211,Married,7/29/2020,1/4/2021,14
338,318,Ford,1989,more than 250,89.0,6008,124.35,P25754,Single,9/16/2020,3/29/2021,33
339,319,Honda,2003,more than 250,19.0,23440,1751.85,P03974,Single,1/27/2019,5/12/2021,19
340,320,Mercedes-Benz,1990,more than 250,52.0,,0.0,P16476,Single,2/7/2020,11/30/2021,32
341,321,Ford,1991,,,,1881.45,P23867,Married,10/11/2019,10/15/2021,31
342,322,Volvo,2013,more than 250,27.0,,21.66,P31541,Married,2/14/2019,9/11/2021,9
343,323,Ford,1991,more than 250,92.0,,476.73,P83620,Married,3/22/2020,4/8/2021,31
344,324,Volkswagen,1987,more than 250,65.0,,959.11,P29711,Single,3/30/2019,6/4/2021,35
345,325,Mitsubishi,2011,more than 250,30.0,,25.09,P86672,Married,12/10/2019,6/27/2021,11
346,326,Hyundai,2008,more than 250,29.0,9012,882.41,P85228,Married,11/12/2019,10/6/2021,14
347,327,Chevrolet,2004,more than 250,20.0,4820-005,1053.14,P96850,Married,1/5/2020,8/18/2021,18
348,328,Buick,1984,more than 250,63.0,,98.81,P33968,Single,3/2/2019,2/10/2021,38
349,329,Cadillac,2008,more than 250,55.0,,1411.22,P96639,Married,9/25/2020,11/22/2021,14
350,330,Toyota,2005,0-100,91.0,V7R,204.9,P54175,Single,10/11/2020,7/20/2021,17
351,331,Mitsubishi,1995,more than 250,62.0,1112,2396.5,P81081,Single,3/10/2019,11/26/2021,27
352,332,GMC,2008,more than 250,86.0,92127,553.09,P73574,Single,12/30/2019,4/7/2021,14
353,333,Chevrolet,2009,100-250,29.0,,2247.84,P05929,Single,11/19/2020,12/14/2021,13
354,334,Ford,2009,more than 250,65.0,721 27,1681.65,P62019,Married,6/19/2019,6/16/2021,13
355,335,Subaru,1997,more than 250,24.0,11830,138.16,P70651,Married,6/22/2019,10/26/2021,25
356,336,Honda,2011,0-100,60.0,4010,1402.05,P43775,Single,9/6/2019,3/28/2021,11
357,337,Chevrolet,2002,100-250,84.0,9012,627.55,P62087,Married,9/28/2019,1/4/2021,20
358,338,Lexus,2008,100-250,88.0,,1901.08,P10084,Married,8/20/2020,5/12/2021,14
359,339,Nissan,2005,100-250,69.0,356526,652.33,P48914,Married,9/11/2020,3/18/2021,17
360,339,Nissan,2005,100-250,69.0,356526,652.33,P48914,Married,10/23/2020,7/23/2021,17
361,1632,Daewoo,2001,more than 250,42.0,61635,406.83,P48914,Married,9/11/2020,3/18/2021,21
362,1632,Daewoo,2001,more than 250,42.0,61635,406.83,P48914,Married,10/23/2020,7/23/2021,21
363,340,Saab,1984,more than 250,75.0,17980-000,724.63,P25931,Single,9/23/2019,1/13/2022,38
364,341,Volkswagen,1987,100-250,62.0,14922 CEDEX 9,1495.95,P18619,Married,6/8/2019,1/5/2022,35
365,342,Audi,1986,more than 250,40.0,1811,2018.32,P00615,Married,8/21/2020,3/17/2021,36
366,343,Hummer,2004,more than 250,20.0,87-408,1810.03,P64327,Single,11/1/2020,9/6/2021,18
367,344,Infiniti,1998,100-250,82.0,21-404,1827.48,P03371,Single,2/26/2019,12/19/2021,24
368,345,Lincoln,1987,0-100,55.0,,2436.57,P80823,Single,9/23/2020,4/17/2021,35
369,346,Porsche,1986,100-250,44.0,8284,0.0,P32641,Single,10/24/2019,5/28/2021,36
370,347,Mazda,1992,0-100,74.0,,0.0,P21017,Single,10/18/2020,1/16/2022,30
371,348,Toyota,2012,more than 250,18.0,94107,2340.39,P26609,Married,12/4/2020,9/2/2021,10
372,349,Chevrolet,2002,more than 250,61.0,,2170.67,P63432,Married,7/10/2020,3/15/2021,20
373,350,Ford,2003,more than 250,23.0,,519.92,P01665,Single,1/2/2020,4/22/2021,19
374,351,Lincoln,2002,0-100,85.0,11517,1870.98,P78386,Married,6/29/2019,10/26/2021,20
375,352,Cadillac,2011,more than 250,29.0,,2127.26,P08634,Married,5/28/2020,12/18/2021,11
376,353,Volkswagen,2010,more than 250,64.0,,948.83,P11039,Married,11/3/2020,9/12/2021,12
377,354,BMW,2012,more than 250,59.0,,541.04,P92999,Married,11/24/2019,8/15/2021,10
378,355,Dodge,1993,more than 250,100.0,D6W,678.25,P86948,Married,8/22/2019,1/17/2022,29
379,356,Audi,2012,100-250,60.0,104 62,2114.85,P99243,Single,8/23/2020,10/31/2021,10
380,357,Subaru,1999,100-250,47.0,,1297.4,P86572,Single,10/17/2019,10/12/2021,23
381,358,Infiniti,2000,100-250,97.0,22184,318.75,P16792,Single,8/12/2020,10/1/2021,22
382,359,Ford,1991,0-100,40.0,,7.43,P77914,Single,8/1/2019,2/12/2022,31
383,360,Bentley,2009,100-250,78.0,13010,345.38,P04754,Married,1/27/2020,1/17/2021,13
384,361,Chevrolet,2008,more than 250,76.0,347686,1265.91,P96228,Married,12/23/2020,5/22/2021,14
385,362,Bentley,2008,0-100,46.0,385321,1545.12,P64298,Single,1/18/2020,4/19/2021,14
386,363,GMC,1992,100-250,26.0,45004 CEDEX 1,2315.23,P86472,Single,10/7/2019,1/28/2021,30
387,364,Nissan,2003,100-250,91.0,,2012.91,P26851,Married,10/7/2019,2/21/2022,19
388,365,Chevrolet,1997,0-100,50.0,86-105,1497.21,P92525,Single,6/23/2020,6/7/2021,25
389,366,Chevrolet,1994,100-250,81.0,2770,86.51,P04637,Married,6/26/2019,8/20/2021,28
390,367,Ram,2012,0-100,81.0,69441 CEDEX 03,1215.72,P81244,Single,5/23/2020,4/4/2021,10
391,368,Jeep,2006,100-250,74.0,807-0133,2340.45,P59133,Single,7/28/2020,9/29/2021,16
392,369,Suzuki,1993,100-250,80.0,,2455.94,P72061,Married,7/20/2019,1/24/2021,29
393,370,GMC,2003,100-250,89.0,641500,63.05,P13707,Single,3/14/2019,6/3/2021,19
394,371,Mercedes-Benz,1986,100-250,49.0,,120.45,P38901,Single,9/10/2020,2/22/2022,36
395,372,Buick,1987,more than 250,96.0,,2484.04,P14412,Married,11/16/2020,11/8/2021,35
396,373,BMW,1998,more than 250,83.0,32-087,359.09,P32061,Married,7/31/2019,3/13/2021,24
397,374,BMW,2003,100-250,21.0,5667,0.0,P63558,Single,12/30/2020,8/5/2021,19
398,375,Volkswagen,2009,more than 250,40.0,,1216.44,P61279,Single,2/11/2020,1/9/2022,13
399,376,Subaru,2005,more than 250,59.0,,475.24,P28207,Single,11/21/2019,3/13/2021,17
400,377,Porsche,2013,100-250,29.0,151 52,2250.79,P27685,Married,3/20/2019,4/28/2021,9
401,378,Chevrolet,1999,more than 250,61.0,31914,2196.56,P67922,Married,6/25/2020,2/22/2021,23
402,379,Mercedes-Benz,2008,more than 250,33.0,E6G,1171.79,P49349,Married,9/10/2020,10/30/2021,14
403,380,Mercedes-Benz,2006,more than 250,49.0,63600-000,2417.4,P42382,Married,1/3/2019,4/25/2021,16
404,381,BMW,2000,100-250,60.0,591 34,1275.9,P68974,Single,7/15/2019,5/16/2021,22
405,382,Chevrolet,1996,100-250,91.0,,382.11,P03578,Married,10/6/2020,1/10/2021,26
406,383,Volkswagen,1993,,,,187.04,P80250,Single,10/29/2020,1/28/2022,29
407,384,Lincoln,2012,more than 250,64.0,,1117.1,P89930,Single,3/25/2020,3/18/2021,10
408,385,Subaru,1991,more than 250,43.0,,1842.57,P44068,Single,12/17/2020,10/5/2021,31
409,386,Mazda,2001,100-250,22.0,,611.48,P71702,Married,2/13/2020,1/3/2022,21
410,387,Toyota,1995,,,,2068.65,P76927,Single,6/26/2019,3/5/2021,27
411,388,Mitsubishi,2004,100-250,73.0,35403,1833.35,P34585,Single,2/15/2020,12/7/2021,18
412,389,Lexus,2012,0-100,74.0,,1285.63,P66431,Single,8/24/2019,5/14/2021,10
413,390,Mercedes-Benz,1993,more than 250,48.0,,643.22,P56789,Single,8/13/2019,3/25/2021,29
414,391,GMC,2002,more than 250,99.0,,1293.56,P64939,Single,2/29/2020,10/13/2021,20
415,392,Chevrolet,1996,100-250,55.0,65191,250.02,P44354,Single,8/13/2019,3/17/2021,26
416,393,Pontiac,2009,more than 250,73.0,17314 CEDEX,156.67,P89142,Single,12/5/2020,12/5/2021,13
417,394,Dodge,2004,100-250,93.0,,1536.87,P72669,Married,10/28/2019,7/2/2021,18
418,395,Toyota,2004,0-100,90.0,08-205,714.23,P00489,Single,3/10/2020,1/24/2022,18
419,396,Ford,1967,more than 250,25.0,,1152.83,P83224,Married,10/28/2019,2/23/2021,55
420,397,GMC,1995,100-250,81.0,412 79,1482.7,P55452,Married,2/21/2020,3/27/2021,27
421,398,Ford,2004,more than 250,98.0,9505,1911.3,P12890,Single,1/15/2020,2/9/2022,18
422,399,Audi,1985,100-250,33.0,,2032.19,P10741,Single,9/28/2020,8/26/2021,37
423,400,Mazda,1990,more than 250,39.0,,85.67,P25356,Married,10/30/2020,10/26/2021,32
424,401,Audi,2005,more than 250,80.0,17280-000,1315.36,P49069,Single,9/14/2019,5/29/2021,17
425,402,Hyundai,2011,more than 250,51.0,,1643.03,P32197,Married,9/12/2020,7/28/2021,11
426,403,Lotus,2006,more than 250,70.0,,1939.08,P25145,Married,4/29/2020,9/7/2021,16
427,404,Ford,2011,100-250,53.0,3505-125,2272.0,P91059,Single,9/30/2019,8/3/2021,11
428,405,Mazda,1991,100-250,29.0,2662,205.39,P57989,Married,5/25/2019,4/13/2021,31
429,406,Cadillac,2010,more than 250,87.0,629320,1632.0,P18800,Married,10/1/2020,1/25/2022,12
430,407,Dodge,1997,more than 250,87.0,,371.99,P59895,Married,8/21/2020,5/29/2021,25
431,408,Lotus,2012,more than 250,50.0,,2338.48,P23990,Married,10/1/2020,12/28/2021,10
432,409,Eagle,1992,more than 250,35.0,601389,19.21,P59563,Single,8/4/2019,6/10/2021,30
433,410,Ford,2002,100-250,54.0,L-3377,1604.33,P58286,Married,6/13/2019,6/23/2021,20
434,411,Lexus,2001,more than 250,61.0,,2395.41,P23530,Married,9/8/2019,6/10/2021,21
435,412,Hyundai,2011,100-250,97.0,,1936.29,P71356,Married,7/6/2019,10/6/2021,11
436,413,Cadillac,2011,0-100,85.0,7780,2450.92,P47590,Married,7/11/2019,10/12/2021,11
437,414,GMC,2010,more than 250,52.0,747 43,0.0,P22515,Single,7/8/2019,2/6/2021,12
438,415,BMW,2005,,,,758.44,P91244,Single,10/15/2020,9/13/2021,17
439,416,BMW,2006,more than 250,50.0,718-0011,229.6,P08877,Single,7/7/2019,3/17/2021,16
440,417,Plymouth,1994,more than 250,98.0,19400-000,97.76,P41963,Single,4/18/2019,8/17/2021,28
441,418,BMW,2010,,,,361.96,P13000,Single,1/24/2019,9/28/2021,12
442,419,Chevrolet,2007,more than 250,68.0,,190.21,P21529,Married,12/21/2019,2/3/2021,15
443,420,Lincoln,2004,100-250,58.0,,1357.01,P24018,Married,2/1/2019,8/2/2021,18
444,421,GMC,1994,100-250,73.0,,1522.64,P37755,Married,5/13/2019,1/3/2021,28
445,422,Oldsmobile,1998,100-250,73.0,613645,515.19,P62760,Married,10/7/2019,6/4/2021,24
446,423,Dodge,2008,more than 250,98.0,249185,1094.59,P58002,Single,5/3/2019,1/12/2021,14
447,424,Dodge,2004,more than 250,53.0,41976 CEDEX 9,1872.1,P59011,Married,11/10/2019,8/26/2021,18
448,425,Infiniti,2012,0-100,68.0,188489,1569.2,P88836,Single,4/22/2019,3/24/2021,10
449,426,Cadillac,2011,100-250,20.0,35000,953.59,P81591,Single,7/1/2019,2/15/2022,11
450,426,Cadillac,2011,100-250,20.0,35000,953.59,P81591,Single,11/1/2020,3/24/2021,11
451,1304,Mitsubishi,1997,more than 250,45.0,,1111.39,P81591,Single,7/1/2019,2/15/2022,25
452,1304,Mitsubishi,1997,more than 250,45.0,,1111.39,P81591,Single,11/1/2020,3/24/2021,25
453,427,Honda,1997,more than 250,31.0,,248.73,P88646,Married,5/10/2020,12/29/2021,25
454,428,Saturn,1994,,,,1426.82,P36705,Married,6/27/2020,5/19/2021,28
455,429,Infiniti,2012,0-100,72.0,,1517.75,P65196,Married,11/5/2020,10/26/2021,10
456,430,Cadillac,2008,more than 250,31.0,,675.48,P46571,Married,3/10/2019,4/10/2021,14
457,431,BMW,2010,100-250,94.0,303370,1316.99,P03451,Single,11/2/2019,11/4/2021,12
458,432,Dodge,1994,more than 250,75.0,,643.86,P42074,Married,7/3/2019,4/12/2021,28
459,433,Volkswagen,1990,0-100,56.0,,1755.67,P83380,Married,7/7/2019,6/5/2021,32
460,434,Dodge,2001,100-250,56.0,,740.75,P16019,Single,10/25/2019,5/20/2021,21
461,435,Buick,1997,100-250,58.0,12559,1782.73,P02133,Single,6/28/2020,1/28/2021,25
462,436,Nissan,2005,more than 250,28.0,,1209.15,P94082,Single,11/10/2019,11/21/2021,17
463,437,Audi,2010,more than 250,46.0,,1579.26,P24966,Married,2/2/2019,6/10/2021,12
464,438,Toyota,2007,100-250,76.0,,155.8,P50793,Married,3/26/2019,1/25/2021,15
465,439,Ford,2002,0-100,22.0,,1659.02,P89465,Single,8/27/2020,10/25/2021,20
466,440,GMC,2006,more than 250,46.0,,569.34,P55405,Single,6/8/2020,4/26/2021,16
467,441,Dodge,1998,100-250,58.0,,1684.68,P39481,Single,2/6/2019,4/24/2021,24
468,442,Honda,2001,more than 250,58.0,,979.36,P11195,Single,10/5/2020,2/27/2021,21
469,443,Chevrolet,1995,100-250,36.0,366606,834.49,P99814,Single,3/6/2019,5/10/2021,27
470,444,Ford,2010,more than 250,59.0,78764,695.73,P95271,Single,6/21/2019,2/7/2021,12
471,445,BMW,2001,100-250,87.0,90140,1086.97,P94993,Single,4/28/2020,12/5/2021,21
472,446,Mercedes-Benz,2003,100-250,20.0,30343,1942.91,P67743,Single,6/21/2019,2/26/2022,19
473,447,Pontiac,1998,0-100,74.0,917-0102,1468.73,P90999,Single,12/27/2019,11/30/2021,24
474,448,Dodge,2007,more than 250,42.0,5317,888.5,P36895,Single,10/1/2019,2/9/2021,15
475,449,Isuzu,1998,100-250,91.0,07-306,564.17,P03288,Married,11/22/2019,2/3/2022,24
476,450,Ford,2005,100-250,56.0,4332,1846.59,P22428,Married,8/28/2019,7/19/2021,17
477,451,Mercury,2005,100-250,27.0,,1381.49,P94715,Married,2/12/2019,1/16/2021,17
478,452,Chevrolet,2001,more than 250,20.0,,2316.92,P22190,Married,10/5/2019,8/22/2021,21
479,453,Audi,2007,100-250,62.0,984 28,0.0,P77543,Single,3/24/2019,12/11/2021,15
480,454,Chevrolet,2006,100-250,25.0,,4.4,P71260,Single,9/20/2020,1/13/2022,16
481,455,Ford,1995,more than 250,56.0,,2027.45,P78946,Married,4/20/2020,7/21/2021,27
482,456,Dodge,1992,0-100,99.0,,1686.96,P53760,Single,10/22/2020,3/23/2021,30
483,457,Chevrolet,2010,more than 250,63.0,,681.35,P30342,Single,8/19/2020,9/8/2021,12
484,458,Bentley,2009,100-250,61.0,97500-000,2163.33,P38223,Married,1/13/2020,3/19/2021,13
485,459,Hyundai,2008,100-250,27.0,,585.38,P82666,Single,10/18/2019,12/18/2021,14
486,460,BMW,2011,more than 250,83.0,,2133.78,P95668,Single,8/26/2019,1/26/2021,11
487,461,Mercury,1987,more than 250,56.0,4520-162,627.27,P52311,Married,8/21/2020,3/29/2021,35
488,462,Porsche,2006,more than 250,99.0,,656.75,P54617,Single,3/22/2020,7/14/2021,16
489,463,Mazda,2003,100-250,17.0,,1259.39,P17472,Married,1/14/2020,8/31/2021,19
490,464,Kia,2001,0-100,67.0,,1479.94,P98755,Single,10/16/2019,2/3/2021,21
491,465,BMW,2002,more than 250,79.0,,662.61,P30373,Married,3/5/2019,5/9/2021,20
492,466,Dodge,1995,100-250,82.0,,1483.56,P06593,Single,2/13/2019,6/24/2021,27
493,467,Subaru,1991,more than 250,49.0,,229.0,P04617,Married,3/21/2020,2/17/2021,31
494,468,Volkswagen,2006,100-250,62.0,,738.15,P15483,Single,6/16/2020,6/6/2021,16
495,470,Honda,2005,more than 250,21.0,,1584.63,P40758,Single,11/20/2019,5/18/2021,17
496,471,Chevrolet,1970,100-250,30.0,19204 CEDEX,0.0,P94704,Single,2/20/2019,2/13/2021,52
497,472,Mitsubishi,1998,0-100,53.0,,1925.22,P21468,Married,7/17/2019,11/28/2021,24
498,473,Mazda,1995,100-250,43.0,307156,415.49,P30585,Married,8/24/2019,2/27/2022,27
499,474,Nissan,1993,more than 250,83.0,22-310,1221.86,P26799,Married,12/3/2020,9/3/2021,29
500,475,Mitsubishi,1989,100-250,98.0,,0.0,P16489,Single,6/11/2020,12/13/2021,33
501,476,Dodge,2007,100-250,84.0,,0.0,P60928,Single,5/27/2019,12/12/2021,15
502,477,Mercedes-Benz,2011,more than 250,99.0,45585-000,572.29,P95276,Married,9/13/2020,6/22/2021,11
503,478,Jaguar,2001,more than 250,52.0,L-9395,785.66,P09555,Married,5/9/2020,10/1/2021,21
504,479,Dodge,2006,more than 250,56.0,,1508.12,P99553,Married,5/11/2019,10/12/2021,16
505,480,Acura,2012,more than 250,79.0,,1815.54,P56443,Single,3/10/2019,1/10/2021,10
506,481,Ford,1986,more than 250,32.0,18-404,1942.65,P15933,Single,9/26/2019,9/8/2021,36
507,482,Acura,2008,more than 250,18.0,,710.29,P43048,Single,1/30/2019,2/28/2022,14
508,483,Hummer,1997,100-250,38.0,,2440.32,P44185,Single,7/21/2020,5/25/2021,25
509,484,Chevrolet,1988,more than 250,77.0,9021,1441.31,P10056,Married,7/28/2020,4/21/2021,34
510,485,Mercury,1989,100-250,45.0,,688.46,P45922,Married,2/14/2020,4/11/2021,33
511,486,Volvo,2008,more than 250,31.0,,1612.31,P99776,Single,4/6/2020,5/15/2021,14
512,487,Volkswagen,2009,more than 250,94.0,452941,283.01,P76006,Married,9/30/2020,4/11/2021,13
513,488,Nissan,2012,more than 250,51.0,P4P,53.76,P73776,Single,9/16/2020,1/23/2021,10
514,489,Saab,1993,more than 250,55.0,,1290.7,P05529,Single,8/26/2020,5/24/2021,29
515,490,Mazda,1998,100-250,91.0,385 30,1949.46,P28319,Single,11/5/2020,1/8/2021,24
516,491,Acura,1997,more than 250,57.0,,1346.82,P98890,Single,8/27/2020,9/11/2021,25
517,492,Chrysler,1997,more than 250,21.0,63-620,227.08,P19023,Married,12/20/2019,12/22/2021,25
518,493,GMC,2011,100-250,32.0,,2195.86,P09110,Married,12/3/2019,2/7/2022,11
519,494,Ford,2006,100-250,44.0,659700,1383.22,P35810,Married,3/15/2019,2/21/2022,16
520,495,Saab,1990,more than 250,65.0,429127,1518.42,P20560,Single,9/1/2020,4/18/2021,32
521,496,Toyota,2007,more than 250,71.0,,0.0,P61006,Single,5/29/2019,9/7/2021,15
522,497,Saab,1995,100-250,32.0,,1733.49,P73588,Single,5/16/2020,1/18/2022,27
523,498,Suzuki,2009,more than 250,63.0,,2016.96,P28458,Single,10/21/2019,3/9/2021,13
524,499,Kia,1997,more than 250,81.0,,227.45,P77252,Single,1/12/2020,7/13/2021,25
525,500,Cadillac,1998,more than 250,87.0,,1731.07,P64693,Single,2/16/2019,1/7/2022,24
526,501,Plymouth,1996,more than 250,69.0,552 03,1017.71,P49844,Single,3/1/2019,2/10/2022,26
527,502,Pontiac,2003,more than 250,57.0,,117.37,P95948,Married,6/13/2020,5/25/2021,19
528,503,Audi,1991,100-250,82.0,48-320,956.52,P17902,Married,2/2/2020,2/23/2021,31
529,504,Pontiac,2008,more than 250,20.0,155334,0.0,P04662,Single,8/11/2019,10/13/2021,14
530,505,Kia,2002,more than 250,74.0,,861.43,P95548,Married,11/17/2020,9/9/2021,20
531,506,Mercedes-Benz,1987,more than 250,21.0,5461,0.0,P53710,Single,2/9/2020,9/6/2021,35
532,507,Buick,1997,more than 250,40.0,453360,36.4,P14832,Married,4/27/2020,2/23/2022,25
533,508,Suzuki,2002,0-100,100.0,,1058.73,P11997,Single,5/4/2019,1/21/2022,20
534,509,Mercedes-Benz,2012,more than 250,99.0,34108,1069.78,P37988,Married,4/27/2019,7/12/2021,10
535,510,Mercury,1990,100-250,76.0,,930.44,P42145,Married,5/10/2020,2/16/2021,32
536,511,Mazda,1990,,,,375.73,P10574,Married,9/26/2020,2/11/2021,32
537,512,Mitsubishi,1994,0-100,58.0,,962.82,P73562,Single,7/15/2020,11/13/2021,28
538,513,Mercury,1992,more than 250,60.0,2525-675,356.83,P85803,Married,10/30/2019,4/22/2021,30
539,514,Acura,2000,more than 250,71.0,,1748.97,P21320,Married,5/25/2019,5/3/2021,22
540,515,BMW,2005,more than 250,40.0,6131,2142.49,P71538,Married,6/11/2019,6/19/2021,17
541,516,Mercedes-Benz,2001,100-250,95.0,,157.63,P44990,Single,8/27/2019,7/5/2021,21
542,517,BMW,2009,more than 250,93.0,612500,1990.64,P05663,Single,9/25/2020,5/27/2021,13
543,518,Ford,2004,more than 250,70.0,,2471.77,P08956,Married,10/23/2020,12/22/2021,18
544,519,Toyota,2012,100-250,44.0,347780,855.55,P22871,Married,2/17/2019,9/6/2021,10
545,520,Chrysler,1995,more than 250,34.0,899-3221,0.0,P90683,Single,10/22/2020,7/16/2021,27
